model,query_id,gold_id,rr,r1,ndcg5,switch_band,switch_ratio,has_lingala,matrix_lang,n_switch_points
tfidf_word_bigram,cs_txt_003785,cs_txt_003784,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_003925,cs_txt_003927,0.25,0.0,0.43067655807339306,low,0.16666666666666666,True,swa,2
tfidf_word_bigram,cs_txt_003927,cs_txt_003925,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004000,cs_txt_004002,0.16666666666666666,0.0,0.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004002,cs_txt_004000,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004021,cs_txt_004023,0.2,0.0,0.38685280723454163,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004023,cs_txt_004021,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004123,cs_txt_004125,1.0,1.0,1.0,low,0.16666666666666666,True,swa,2
tfidf_word_bigram,cs_txt_004125,cs_txt_004123,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004282,cs_txt_004283,0.25,0.0,0.43067655807339306,low,0.16666666666666666,True,swa,2
tfidf_word_bigram,cs_txt_004283,cs_txt_004282,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004438,cs_txt_004439,1.0,1.0,1.0,low,0.16666666666666666,True,swa,2
tfidf_word_bigram,cs_txt_004439,cs_txt_004438,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004483,cs_txt_004485,0.3333333333333333,0.0,0.5,medium,0.3333333333333333,True,swa,4
tfidf_word_bigram,cs_txt_004485,cs_txt_004483,0.3333333333333333,0.0,0.5,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004537,cs_txt_004538,0.125,0.0,0.0,low,0.16666666666666666,False,swa,1
tfidf_word_bigram,cs_txt_004538,cs_txt_004537,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004549,cs_txt_004550,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004550,cs_txt_004549,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004726,cs_txt_004727,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004727,cs_txt_004726,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004741,cs_txt_004742,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004742,cs_txt_004741,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004747,cs_txt_004749,0.1,0.0,0.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_004749,cs_txt_004747,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005050,cs_txt_005051,0.25,0.0,0.43067655807339306,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005051,cs_txt_005050,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005069,cs_txt_005070,0.1,0.0,0.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005070,cs_txt_005069,0.16666666666666666,0.0,0.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005365,cs_txt_005366,0.5,0.0,0.6309297535714575,low,0.16666666666666666,False,swa,2
tfidf_word_bigram,cs_txt_005366,cs_txt_005365,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005375,cs_txt_005376,0.3333333333333333,0.0,0.5,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005376,cs_txt_005375,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005608,cs_txt_005610,0.08333333333333333,0.0,0.0,low,0.16666666666666666,True,swa,2
tfidf_word_bigram,cs_txt_005610,cs_txt_005608,0.2,0.0,0.38685280723454163,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005863,cs_txt_005865,1.0,1.0,1.0,high,0.5,True,swa,4
tfidf_word_bigram,cs_txt_005865,cs_txt_005863,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005876,cs_txt_005877,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_005877,cs_txt_005876,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006124,cs_txt_006125,1.0,1.0,1.0,low,0.125,True,swa,2
tfidf_word_bigram,cs_txt_006125,cs_txt_006124,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006292,cs_txt_006293,0.25,0.0,0.43067655807339306,low,0.16666666666666666,True,swa,1
tfidf_word_bigram,cs_txt_006293,cs_txt_006292,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006466,cs_txt_006467,0.3333333333333333,0.0,0.5,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006467,cs_txt_006466,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006511,cs_txt_006513,0.2,0.0,0.38685280723454163,low,0.14285714285714285,True,swa,2
tfidf_word_bigram,cs_txt_006513,cs_txt_006511,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006685,cs_txt_006686,0.2,0.0,0.38685280723454163,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006686,cs_txt_006685,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006757,cs_txt_006758,0.3333333333333333,0.0,0.5,low,0.16666666666666666,True,swa,2
tfidf_word_bigram,cs_txt_006758,cs_txt_006757,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006934,cs_txt_006936,0.5,0.0,0.6309297535714575,low,0.125,False,swa,2
tfidf_word_bigram,cs_txt_006936,cs_txt_006934,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006937,cs_txt_006938,1.0,1.0,1.0,low,0.16666666666666666,True,swa,2
tfidf_word_bigram,cs_txt_006938,cs_txt_006937,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006971,cs_txt_006972,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_006972,cs_txt_006971,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_007219,cs_txt_007221,0.16666666666666666,0.0,0.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_007221,cs_txt_007219,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_007267,cs_txt_007268,0.16666666666666666,0.0,0.0,low,0.16666666666666666,False,swa,1
tfidf_word_bigram,cs_txt_007268,cs_txt_007269,0.1,0.0,0.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_007269,cs_txt_007267,0.3333333333333333,0.0,0.5,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_007589,cs_txt_007590,0.2,0.0,0.38685280723454163,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_007590,cs_txt_007589,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_007744,cs_txt_007745,1.0,1.0,1.0,low,0.125,True,swa,1
tfidf_word_bigram,cs_txt_007745,cs_txt_007744,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_007756,cs_txt_007758,1.0,1.0,1.0,low,0.14285714285714285,True,swa,1
tfidf_word_bigram,cs_txt_007758,cs_txt_007756,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_007945,cs_txt_007947,0.25,0.0,0.43067655807339306,low,0.16666666666666666,True,swa,2
tfidf_word_bigram,cs_txt_007947,cs_txt_007945,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008236,cs_txt_008238,0.16666666666666666,0.0,0.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008238,cs_txt_008236,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008257,cs_txt_008258,0.25,0.0,0.43067655807339306,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008258,cs_txt_008257,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008264,cs_txt_008265,0.2,0.0,0.38685280723454163,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008265,cs_txt_008264,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008323,cs_txt_008325,0.1111111111111111,0.0,0.0,low,0.16666666666666666,True,swa,2
tfidf_word_bigram,cs_txt_008325,cs_txt_008323,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008390,cs_txt_008391,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008391,cs_txt_008390,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008405,cs_txt_008406,0.08333333333333333,0.0,0.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008406,cs_txt_008405,0.09090909090909091,0.0,0.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008656,cs_txt_008657,0.25,0.0,0.43067655807339306,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008657,cs_txt_008656,0.5,0.0,0.6309297535714575,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008731,cs_txt_008732,1.0,1.0,1.0,low,0.14285714285714285,True,swa,2
tfidf_word_bigram,cs_txt_008732,cs_txt_008731,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008818,cs_txt_008820,0.16666666666666666,0.0,0.0,low,0.16666666666666666,True,swa,2
tfidf_word_bigram,cs_txt_008820,cs_txt_008818,1.0,1.0,1.0,low,0.0,False,swa,0
tfidf_word_bigram,cs_txt_008845,cs_txt_008847,0.5,0.0,0.6309297535714575,medium,0.3333333333333333,True,swa,3
tfidf_word_bigram,cs_txt_008847,cs_txt_008845,1.0,1.0,1.0,low,0.0,False,swa,0
